"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","8","23","0","0","0","10","0","41","1","COUNTY TRANSFER - OUT","15","14","0","0","0","6","1","36"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","35","40","0","0","0","6","1","82"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","0","9","0","0","0","2","0","11","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","38","48","0","0","1","32","0","119","13","MOVED OUT OF STATE","5","1","0","0","0","0","0","6"
"NVRA BY MAIL","2","5","0","0","0","2","0","9","6","OTHER","0","1","0","0","0","0","0","1"
"OTHER MEANS","0","0","0","0","0","0","0","0","1","VOTER REQUEST","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","6","2","0","0","0","1","0","9","0","","","","","","","","",""
"TOTAL","55","87","0","0","1","47","0","190","21","TOTAL","55","56","0","0","0","14","2","127"
