"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","3","0","0","0","0","2","7","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","14","22","0","0","0","9","1","46","9","COUNTY TRANSFER - OUT","37","30","1","0","0","20","1","89"
"DESIGNATED STATE AGENCIES","3","3","0","0","0","4","0","10","5","CRIMINAL CONVICTION","2","1","0","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","44","21","0","0","0","3","0","68"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","2","1","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","1","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","8","8","0","0","0","0","3","19","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","82","89","0","0","1","44","11","227","46","MOVED OUT OF STATE","12","8","0","0","0","1","0","21"
"NVRA BY MAIL","0","0","0","0","0","0","1","1","0","OTHER","2","0","0","0","0","1","0","3"
"OTHER MEANS","20","8","0","0","0","13","0","41","5","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","1","0","0","0","1","0","4","1","","","","","","","","",""
"VOLUNTEER","10","4","0","0","0","2","2","18","0","","","","","","","","",""
"TOTAL","143","139","0","0","1","73","20","376","68","TOTAL","97","60","1","0","0","25","1","184"
