"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","153","70","0","0","0","24","6","253","91","BOARD ACTION","6","3","0","0","0","6","0","15"
"BY MAIL","2,709","1,892","15","5","39","1,324","40","6,024","1,010","COUNTY TRANSFER - OUT","3,777","1,695","31","0","29","1,198","78","6,808"
"DESIGNATED STATE AGENCIES","120","39","1","0","0","37","3","200","22","CRIMINAL CONVICTION","88","27","0","0","0","26","0","141"
"ELDERLY / DISABLED","29","17","0","0","0","4","0","50","9","DEATH NOTICE","1,960","691","2","0","4","198","45","2,900"
"FROM ANOTHER BOARD","63","43","0","0","2","29","3","140","80","DUPLICATE","174","53","0","0","0","57","5","289"
"PROVISIONAL BALLOT","2","1","1","0","0","2","0","6","4","MAIL VERIFICATION (NVRA)","7","6","0","0","0","12","0","25"
"IN PERSON","411","352","2","1","8","96","7","877","38","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","5,872","2,688","33","12","75","3,470","101","12,251","1,442","MOVED OUT OF STATE","548","383","4","0","4","251","40","1,230"
"NVRA BY MAIL","281","373","5","1","8","239","7","914","39","OTHER","57","26","0","0","0","55","11","149"
"OTHER MEANS","489","217","8","0","5","194","5","918","762","VOTER REQUEST","12","7","0","0","0","6","1","26"
"RECRUITING","0","0","0","0","0","1","0","1","0","CONFIRMATION MAIL","12","5","1","0","0","7","1","26"
"SOCIAL SERVICES","35","12","0","0","0","33","1","81","16","","","","","","","","",""
"VOLUNTEER","330","196","0","1","0","93","2","622","0","","","","","","","","",""
"TOTAL","10,494","5,900","65","20","137","5,546","175","22,337","3,513","TOTAL","6,641","2,897","38","0","37","1,816","181","11,610"
