"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","3","0","0","0","0","0","3","2","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","48","141","0","0","1","44","1","235","7","COUNTY TRANSFER - OUT","66","75","1","0","0","20","1","163"
"DESIGNATED STATE AGENCIES","3","2","0","0","0","1","0","6","0","CRIMINAL CONVICTION","0","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","2","7","0","0","0","1","0","10","0","DEATH NOTICE","42","29","0","0","0","6","0","77"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","1","0","0","0","0","2","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","30","46","0","0","0","15","0","91","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","75","118","2","0","1","89","1","286","45","MOVED OUT OF STATE","10","27","0","0","1","12","1","51"
"NVRA BY MAIL","6","13","0","0","0","13","1","33","1","OTHER","1","3","0","0","0","3","0","7"
"OTHER MEANS","3","5","0","0","0","0","0","8","1","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","1","0","0","0","2","0","6"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","4","30","0","0","0","2","0","36","0","","","","","","","","",""
"TOTAL","171","365","2","0","2","165","3","708","60","TOTAL","123","135","1","0","1","46","2","308"
