"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","WCP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","WCP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","29","11","0","1","0","11","1","53","283","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","1194","385","1","7","1","401","34","2,023","221","CONFIRMATION MAIL","11","8","0","0","0","4","0","23"
"DESIGNATED STATE AGENCIES","289","101","0","0","5","235","36","666","39","COUNTY TRANSFER - OUT","8,139","2,827","27","97","23","3,274","186","14,573"
"ELDERLY / DISABLED / SOC SEC","164","54","0","2","1","93","11","325","0","CRIMINAL CONVICTION","76","12","0","1","0","22","4","115"
"ERIC REPORT","284","137","0","4","2","119","8","554","0","DEATH NOTICE","2,018","1,003","5","6","3","417","41","3,493"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","64","21","0","1","0","11","2","99"
"PROVISIONAL BALLOT","53","15","0","1","0","4","0","73","213","MAIL VERIFICATION (NVRA)","12,835","5,647","49","173","22","5,368","239","24,333"
"IN PERSON","46","23","0","1","0","17","0","87","182","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","14727","5802","86","256","119","11015","479","32,484","1,289","MOVED OUT OF STATE","514","297","1","8","0","212","10","1,042"
"NVRA BY MAIL","19","9","0","0","0","11","0","39","2","OTHER","22","5","0","0","0","12","1","40"
"ONLINE REGISTRATION","579","237","4","10","4","299","11","1,144","276","VOTER REQUEST","59","32","0","0","0","30","6","127"
"OTHER MEANS","797","106","5","8","4","242","17","1,179","23","","","","","","","","",""
"RECRUITING","0","3","0","0","0","1","0","4","1","","","","","","","","",""
"SAME DAY REGISTRATION","1","1","0","0","0","0","0","2","1","","","","","","","","",""
"SOCIAL SERVICES","0","1","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","16","1","0","0","0","4","0","21","1","","","","","","","","",""
"TOTAL","18,198","6,886","96","290","136","12,452","597","38,655","2,531","TOTAL","23,738","9,852","82","286","48","9,350","489","43,845"
