"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","180","52","0","0","1","83","2","318","76","COUNTY TRANSFER - OUT","178","63","1","0","2","67","0","311"
"DESIGNATED STATE AGENCIES","4","0","0","0","0","0","0","4","1","CRIMINAL CONVICTION","6","0","0","0","0","3","0","9"
"ELDERLY / DISABLED","45","8","0","0","0","22","0","75","2","DEATH NOTICE","505","200","0","0","0","98","1","804"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","3","DUPLICATE","6","3","0","0","0","0","0","9"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","117","44","5","0","2","63","0","231"
"IN PERSON","3","2","0","0","0","1","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","916","264","5","2","18","710","15","1,930","387","MOVED OUT OF STATE","145","69","2","0","2","88","0","306"
"NVRA BY MAIL","2","0","0","0","0","0","0","2","1","OTHER","4","0","0","0","0","4","0","8"
"OTHER MEANS","50","11","0","0","0","8","0","69","25","VOTER REQUEST","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","2","0","0","0","1","0","6"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","3","4","0","0","0","3","0","10","0","","","","","","","","",""
"TOTAL","1,205","341","5","2","19","827","17","2,416","495","TOTAL","964","381","8","0","6","325","1","1,685"
