"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","7","5","0","0","0","0","1","13","0","COUNTY TRANSFER - OUT","4","11","0","0","0","1","1","17"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","2","0","0","0","1","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","15","3","0","0","0","1","0","19"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","88","13","1","0","2","22","1","127"
"IN PERSON","2","0","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","9","1","0","0","0","6","0","16","1","MOVED OUT OF STATE","4","1","0","0","0","1","0","6"
"NVRA BY MAIL","0","1","0","0","0","0","0","1","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","VOTER REQUEST","2","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","18","7","0","0","0","6","1","32","1","TOTAL","115","30","1","0","2","26","2","176"
