"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","13","14","0","1","0","11","0","39","1","COUNTY TRANSFER - OUT","11","15","0","0","0","9","1","36"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","4","0","0","0","0","1","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","19","12","0","0","0","1","1","33"
"FROM ANOTHER BOARD","1","1","0","0","0","0","0","2","0","DUPLICATE","1","2","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","377","309","1","1","7","204","12","911"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","58","52","1","0","2","45","1","159","1","MOVED OUT OF STATE","9","15","0","0","0","8","0","32"
"NVRA BY MAIL","0","0","0","0","0","1","0","1","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","26","31","0","0","2","19","0","78","2","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","0","1"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","99","98","1","1","4","76","1","280","4","TOTAL","421","354","1","1","7","223","14","1,021"
