"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","3","0","3","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","106","74","1","0","1","48","0","230","40","COUNTY TRANSFER - OUT","100","51","1","0","0","52","1","205"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","263","144","1","0","0","42","0","450"
"FROM ANOTHER BOARD","1","0","0","0","0","2","0","3","1","DUPLICATE","2","3","0","0","0","3","0","8"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2,523","1,743","28","0","27","1,331","5","5,657"
"IN PERSON","1","0","0","0","0","1","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","312","217","1","1","12","244","2","789","116","MOVED OUT OF STATE","3","0","0","0","0","0","0","3"
"NVRA BY MAIL","16","9","0","0","0","11","0","36","6","OTHER","1","1","0","0","0","1","0","3"
"OTHER MEANS","8","5","0","0","1","3","0","17","14","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","0","2","0","4"
"SOCIAL SERVICES","8","1","0","0","0","2","0","11","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","452","307","2","1","14","314","2","1,092","177","TOTAL","2,894","1,942","30","0","27","1,431","6","6,330"
