"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","95","45","0","0","0","12","0","152","2","COUNTY TRANSFER - OUT","264","204","3","0","6","115","1","593"
"DESIGNATED STATE AGENCIES","0","2","0","0","0","0","0","2","0","CRIMINAL CONVICTION","4","2","0","0","0","2","0","8"
"ELDERLY / DISABLED","8","5","0","0","1","3","0","17","0","DEATH NOTICE","31","7","0","0","0","2","1","41"
"FROM ANOTHER BOARD","0","2","0","0","0","0","0","2","0","DUPLICATE","2","1","0","0","0","1","0","4"
"PROVISIONAL BALLOT","0","1","0","0","0","3","0","4","0","MAIL VERIFICATION (NVRA)","109","113","0","0","1","65","4","292"
"IN PERSON","1","3","0","0","0","1","0","5","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","121","108","1","0","2","120","1","353","26","MOVED OUT OF STATE","16","15","0","0","0","9","0","40"
"NVRA BY MAIL","4","6","0","0","0","5","0","15","0","OTHER","0","0","0","0","1","1","0","2"
"OTHER MEANS","1","2","0","0","0","1","1","5","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","28","13","0","0","0","8","0","49"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","14","28","1","0","1","50","0","94","0","","","","","","","","",""
"TOTAL","245","202","2","0","4","195","2","650","29","TOTAL","454","355","3","0","8","203","6","1,029"
