"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","5","3","0","0","0","2","0","10","1","COUNTY TRANSFER - OUT","13","16","0","0","1","5","0","35"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","1","0","1"
"FROM ANOTHER BOARD","5","3","0","0","0","0","0","8","1","DUPLICATE","0","1","0","0","0","1","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","11","13","0","0","0","6","1","31"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","31","26","0","1","0","18","0","76","11","MOVED OUT OF STATE","1","0","0","0","0","1","0","2"
"NVRA BY MAIL","1","0","0","0","0","3","0","4","0","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","1","1","0","0","0","0","0","2","6","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","56","29","1","0","2","22","0","110"
"SOCIAL SERVICES","2","0","0","0","0","0","0","2","0","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"TOTAL","46","33","0","1","0","23","0","103","19","TOTAL","82","59","1","0","3","38","1","184"
