"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","28","26","0","0","2","15","0","71","0","COUNTY TRANSFER - OUT","35","35","0","0","0","20","0","90"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","3","0","5","0","CRIMINAL CONVICTION","1","1","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","85","81","0","0","0","22","0","188"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","0","DUPLICATE","2","0","0","0","0","1","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","18","22","0","0","0","12","0","52"
"IN PERSON","2","0","0","0","0","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","115","100","2","0","4","109","0","330","43","MOVED OUT OF STATE","9","10","0","0","0","9","0","28"
"NVRA BY MAIL","4","5","0","0","0","2","0","11","0","OTHER","0","3","0","0","0","0","0","3"
"OTHER MEANS","21","7","0","0","0","8","1","37","40","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","1","0","1","0","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"TOTAL","174","139","2","0","6","139","1","461","83","TOTAL","150","152","0","0","0","64","0","366"
