"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","2","0","0","0","0","0","4","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","53","43","0","0","1","14","0","111","5","COUNTY TRANSFER - OUT","27","21","2","0","0","10","0","60"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","3","2","1","0","0","5","0","11","0","DEATH NOTICE","34","25","0","0","0","2","0","61"
"FROM ANOTHER BOARD","0","0","0","0","0","1","0","1","0","DUPLICATE","0","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","1","0","1","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","57","115","3","1","1","81","1","259","39","MOVED OUT OF STATE","14","16","1","0","0","8","0","39"
"NVRA BY MAIL","2","7","0","0","0","2","0","11","1","OTHER","2","2","0","0","0","0","0","4"
"OTHER MEANS","3","8","0","0","0","9","0","20","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","92","122","6","0","1","63","1","285"
"SOCIAL SERVICES","1","2","0","0","0","1","0","4","0","","","","","","","","",""
"VOLUNTEER","2","2","0","0","0","2","0","6","0","","","","","","","","",""
"TOTAL","124","181","4","1","2","116","1","429","46","TOTAL","171","187","9","0","1","83","1","452"
