"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","3","0","0","0","3","0","9","4","BOARD ACTION","3","2","0","0","0","7","0","12"
"BY MAIL","1,681","657","11","1","14","492","10","2,866","382","COUNTY TRANSFER - OUT","2,272","927","15","0","20","630","34","3,898"
"DESIGNATED STATE AGENCIES","44","17","0","0","0","7","0","68","5","CRIMINAL CONVICTION","102","15","1","0","0","31","2","151"
"ELDERLY / DISABLED","66","18","1","0","1","32","0","118","15","DEATH NOTICE","1,144","570","1","0","0","201","8","1,924"
"FROM ANOTHER BOARD","19","9","0","0","0","3","1","32","53","DUPLICATE","160","27","0","0","0","30","8","225"
"PROVISIONAL BALLOT","3","2","0","0","0","5","0","10","8","MAIL VERIFICATION (NVRA)","7,038","4,414","56","2","71","3,212","104","14,897"
"IN PERSON","37","18","0","0","1","15","1","72","16","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","4,273","1,768","25","11","58","2,617","52","8,804","1,170","MOVED OUT OF STATE","484","321","5","0","5","244","10","1,069"
"NVRA BY MAIL","74","73","0","0","2","63","1","213","12","OTHER","32","14","0","0","2","23","0","71"
"OTHER MEANS","352","207","2","0","6","180","7","754","8,563","VOTER REQUEST","4","1","0","0","0","3","0","8"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","349","193","8","0","3","131","6","690"
"SOCIAL SERVICES","62","11","0","0","0","26","0","99","11","","","","","","","","",""
"VOLUNTEER","27","38","1","0","1","57","0","124","0","","","","","","","","",""
"TOTAL","6,641","2,821","40","12","83","3,500","72","13,169","10,239","TOTAL","11,588","6,484","86","2","101","4,512","172","22,945"
