"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","19","9","0","0","0","9","0","37","2","COUNTY TRANSFER - OUT","40","23","0","0","0","10","0","73"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","1","0","3","1","CRIMINAL CONVICTION","0","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","2","0","0","0","0","0","0","2","0","DEATH NOTICE","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","3","1","0","0","0","0","0","4","0","DUPLICATE","0","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","1","1","0","0","0","2","0","4","0","MAIL VERIFICATION (NVRA)","1,399","730","6","0","7","557","25","2,724"
"IN PERSON","3","1","0","0","0","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","142","45","0","0","0","49","0","236","23","MOVED OUT OF STATE","0","1","0","0","0","0","0","1"
"NVRA BY MAIL","2","2","0","0","0","1","0","5","0","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","7","3","0","0","0","4","0","14","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","4","1","0","0","0","1","0","6","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","185","63","0","0","0","67","0","315","26","TOTAL","1,439","756","6","0","7","568","25","2,801"
