"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","8","6","0","0","2","0","16","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","492","158","2","6","187","4","849","31","COUNTY TRANSFER - OUT","150","82","1","0","52","0","285"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","3","1","0","0","1","0","5","1","DEATH NOTICE","4","0","0","0","0","0","4"
"FROM ANOTHER BOARD","3","1","0","0","2","0","6","2","DUPLICATE","1","1","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","156","95","0","6","88","2","347"
"IN PERSON","8","2","0","0","0","0","10","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","265","165","5","12","227","1","675","133","MOVED OUT OF STATE","20","28","0","0","11","0","59"
"NVRA BY MAIL","17","13","0","0","8","0","38","1","OTHER","35","16","0","0","35","0","86"
"OTHER MEANS","13","7","0","0","13","0","33","34","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","5","0","0","0","6","0","11","4","","","","","","","",""
"VOLUNTEER","0","1","0","0","2","0","3","0","","","","","","","",""
"TOTAL","814","355","7","18","448","5","1,647","206","TOTAL","367","222","1","6","186","2","784"
