"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","13","14","0","0","8","0","35","7","COUNTY TRANSFER - OUT","52","50","0","1","30","0","133"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","32","33","0","0","2","0","67"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","388","401","5","6","266","2","1,068"
"IN PERSON","0","0","0","0","1","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","53","58","0","0","71","1","183","54","MOVED OUT OF STATE","6","6","0","0","6","0","18"
"NVRA BY MAIL","4","2","0","0","1","0","7","0","OTHER","6","1","0","0","2","0","9"
"OTHER MEANS","42","21","0","0","12","0","75","0","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","4","0","0","0","2","0","6","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","116","95","0","0","95","1","307","62","TOTAL","485","491","5","7","306","2","1,296"
