"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","1","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","28","18","0","2","14","1","63","0","COUNTY TRANSFER - OUT","44","40","0","0","18","0","102"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","28","17","0","0","5","0","50"
"FROM ANOTHER BOARD","1","2","0","0","0","0","3","0","DUPLICATE","0","3","0","0","2","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","21","7","0","0","9","0","37"
"IN PERSON","0","0","0","0","1","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","81","102","0","2","74","7","266","34","MOVED OUT OF STATE","17","16","0","0","9","0","42"
"NVRA BY MAIL","7","7","0","0","4","0","18","0","OTHER","0","1","0","1","3","0","5"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","12","14","0","0","6","1","33"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","117","129","0","4","94","8","352","34","TOTAL","122","98","0","1","52","1","274"
