"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","2","0","0","1","0","3","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","6","15","0","0","12","1","34","1","COUNTY TRANSFER - OUT","41","40","0","2","20","1","104"
"DESIGNATED STATE AGENCIES","0","3","0","0","0","0","3","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","0","1","0","0","1","0","2"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","0","DUPLICATE","1","3","0","0","1","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","40","66","0","0","25","3","134"
"IN PERSON","0","3","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","40","99","3","0","63","2","207","37","MOVED OUT OF STATE","7","10","0","0","4","0","21"
"NVRA BY MAIL","2","8","0","0","5","0","15","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","1","3","0","0","0","0","4","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","1","0","2","2","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","51","133","3","0","82","3","272","41","TOTAL","89","120","0","2","51","4","266"
