"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","7","6","0","1","2","0","16","2","COUNTY TRANSFER - OUT","1","0","0","0","1","1","3"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","3","4","0","0","0","0","7"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","3","0","0","2","1","8"
"IN PERSON","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","14","27","0","0","22","0","63","10","MOVED OUT OF STATE","1","1","0","0","1","0","3"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","0","1","0","0","0","0","1","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","1","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","23","34","0","1","24","0","82","14","TOTAL","7","9","0","0","4","2","22"
