"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","297","106","4","3","136","5","551","9","COUNTY TRANSFER - OUT","76","68","1","0","52","1","198"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","0","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","144","87","0","0","32","0","263"
"FROM ANOTHER BOARD","0","1","0","0","1","0","2","2","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","32","12","0","1","14","0","59"
"IN PERSON","2","2","0","0","2","0","6","1","MENTAL INCOMPETENCY","0","1","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","141","80","0","2","134","2","359","76","MOVED OUT OF STATE","24","19","0","0","14","0","57"
"NVRA BY MAIL","9","6","0","0","10","0","25","0","OTHER","1","0","0","0","1","0","2"
"OTHER MEANS","13","13","0","0","15","0","41","50","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","462","208","4","5","298","7","984","138","TOTAL","280","187","1","1","114","1","584"
