"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","10","13","0","0","14","0","37","7","COUNTY TRANSFER - OUT","20","10","0","0","5","0","35"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","12","11","0","0","2","0","25"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","3","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","4","3","0","0","2","0","9"
"IN PERSON","1","1","0","0","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","32","30","0","2","30","1","95","46","MOVED OUT OF STATE","6","7","0","0","1","0","14"
"NVRA BY MAIL","1","1","0","0","1","0","3","1","OTHER","0","0","0","0","1","0","1"
"OTHER MEANS","0","0","0","0","0","0","0","1","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","44","45","0","2","46","1","138","58","TOTAL","43","32","0","0","11","0","86"
