"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","155","109","2","3","93","1","363","0","COUNTY TRANSFER - OUT","39","35","0","2","22","0","98"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","0","2","0","0","0","0","2"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","2","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","12","13","0","1","6","1","33"
"IN PERSON","1","0","0","0","2","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","194","135","2","2","149","0","482","15","MOVED OUT OF STATE","7","24","0","0","10","1","42"
"NVRA BY MAIL","12","8","1","0","7","1","29","0","OTHER","0","0","0","0","7","0","7"
"OTHER MEANS","7","6","0","0","11","0","24","21","VOTER REQUEST","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","1","0","1","0","0","3","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","370","259","5","6","262","2","904","36","TOTAL","58","76","0","3","46","2","185"
