"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","15","12","0","0","6","1","34","2","BOARD ACTION","573","67","4","3","91","3","741"
"BY MAIL","2,239","814","15","24","950","25","4,067","342","COUNTY TRANSFER - OUT","3,142","1,132","17","31","1,078","52","5,452"
"DESIGNATED STATE AGENCIES","13","11","0","0","6","0","30","4","CRIMINAL CONVICTION","5","1","0","0","3","0","9"
"ELDERLY / DISABLED","7","1","0","0","1","0","9","5","DEATH NOTICE","366","241","0","1","55","5","668"
"FROM ANOTHER BOARD","22","18","0","0","11","1","52","29","DUPLICATE","43","25","0","0","11","2","81"
"PROVISIONAL BALLOT","1","0","0","0","1","0","2","2","MAIL VERIFICATION (NVRA)","2,489","926","20","18","788","31","4,272"
"IN PERSON","35","19","0","1","14","1","70","20","MENTAL INCOMPETENCY","0","3","0","0","0","0","3"
"MOTOR VEHICLE ADMINISTRATION","3,844","1,585","21","50","2,447","41","7,988","1,195","MOVED OUT OF STATE","452","296","2","3","192","13","958"
"NVRA BY MAIL","103","76","1","0","54","1","235","3","OTHER","60","20","0","1","62","0","143"
"OTHER MEANS","309","101","1","2","117","7","537","993","VOTER REQUEST","7","3","0","0","1","0","11"
"RECRUITING","3","3","0","0","2","0","8","1","CONFIRMATION MAIL","239","90","5","1","61","2","398"
"SOCIAL SERVICES","43","6","0","1","24","0","74","30","","","","","","","",""
"VOLUNTEER","21","6","0","0","18","0","45","1","","","","","","","",""
"TOTAL","6,655","2,652","38","78","3,651","77","13,151","2,627","TOTAL","7,376","2,804","48","58","2,342","108","12,736"
