"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","157","33","2","0","63","1","256","38","COUNTY TRANSFER - OUT","543","94","1","6","115","21","780"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","2","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","3","DEATH NOTICE","3","1","0","0","0","1","5"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","17","DUPLICATE","15","3","0","0","0","1","19"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","5","1","0","1","0","0","7","11","MENTAL INCOMPETENCY","0","1","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","852","123","1","5","298","8","1,287","111","MOVED OUT OF STATE","185","40","1","0","37","9","272"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","OTHER","1","0","0","0","2","0","3"
"OTHER MEANS","4","1","0","0","4","0","9","645","VOTER REQUEST","1","1","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","7","0","0","0","0","0","7","11","","","","","","","",""
"VOLUNTEER","2","0","0","0","2","0","4","0","","","","","","","",""
"TOTAL","1,028","158","3","6","367","9","1,571","840","TOTAL","748","140","2","6","154","32","1,082"
