"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","11","3","1","0","6","1","22","6","BOARD ACTION","0","0","0","0","1","0","1"
"BY MAIL","2957","1530","18","45","1508","79","6,137","1,233","CONFIRMATION MAIL","33","13","0","1","8","0","55"
"DESIGNATED STATE AGENCIES","38","29","2","0","39","2","110","2","COUNTY TRANSFER - OUT","6,764","2,914","43","90","2,818","92","12,721"
"ELDERLY / DISABLED","0","2","0","0","0","0","2","1","CRIMINAL CONVICTION","101","13","1","1","20","2","138"
"FROM ANOTHER BOARD","31","20","0","0","12","3","66","68","DEATH NOTICE","2,816","1,239","6","7","417","43","4,528"
"PROVISIONAL BALLOT","58","19","0","1","10","0","88","1,255","DUPLICATE","120","37","0","0","25","2","184"
"IN PERSON","168","87","1","2","55","1","314","551","MAIL VERIFICATION (NVRA)","30,318","6,544","131","169","6,682","1,369","45,213"
"MOTOR VEHICLE ADMINISTRATION","10311","4497","67","207","6084","54","21,220","2,021","MENTAL INCOMPETENCY","3","0","0","0","1","0","4"
"NVRA BY MAIL","162","67","1","2","70","0","302","41","MOVED OUT OF STATE","800","725","3","13","419","21","1,981"
"ONLINE REGISTRATION","689","377","5","26","301","13","1,411","30","OTHER","46","19","2","6","39","2","114"
"OTHER MEANS","86","42","1","0","41","3","173","1,035","VOTER REQUEST","24","14","0","0","9","2","49"
"RECRUITING","0","0","0","0","0","1","1","1","","","","","","","","0"
"SOCIAL SERVICES","67","17","0","0","53","2","139","60","","","","","","","",""
"VOLUNTEER","16","14","0","0","14","0","44","0","","","","","","","",""
"TOTAL","14,594","6,704","96","283","8,193","159","30,029","6,304","TOTAL","41,025","11,518","186","287","10,439","1,533","64,988"
