"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","1","0","0","0","0","0","0","4","0","BOARD ACTION","0","1","0","0","0","0","1","0","2"
"BY MAIL","116","43","1","1","10","2","34","0","207","2","COUNTY TRANSFER-OUT","341","158","4","0","5","3","96","9","616"
"DESIGNATED STATE AGENCIES","82","24","0","0","0","0","16","0","122","8","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","11","0","0","0","0","0","3","0","14","0","DEATH NOTICE","610","212","0","0","2","2","50","11","887"
"FROM ANOTHER BOARD","9","3","0","0","0","0","1","0","13","0","DUPLICATE","39","21","1","0","1","0","10","1","73"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","33","10","0","0","1","0","8","1","53"
"IN PERSON","3","1","0","0","0","0","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","782","300","7","4","148","10","234","6","1,491","26","MOVED OUT OF STATE","55","44","0","0","0","0","25","2","126"
"NVRA BY MAIL","35","24","0","0","7","1","9","1","77","1","OTHER","11","2","1","0","4","0","8","0","26"
"OTHER MEANS","14","6","0","0","2","1","4","0","27","286","VOTER REQUEST","1","0","0","0","0","0","2","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","19","7","0","0","0","0","1","0","27"
"SOCIAL SERVICES","3","0","0","0","0","0","2","0","5","2","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","1,058","402","8","5","167","14","303","7","1,964","325","TOTAL","1,110","455","6","0","13","5","201","24","1,814"
