"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","2","0","0","1","0","0","0","8","120","BOARD ACTION","4","1","1","0","0","0","2","0","8"
"BY MAIL","793","436","8","1","1","19","311","7","1,576","306","COUNTY TRANSFER - OUT","2,133","983","20","2","34","16","628","43","3,859"
"DESIGNATED STATE AGENCIES","173","52","0","0","7","1","43","1","277","16","CRIMINAL CONVICTION","67","19","1","0","0","0","16","1","104"
"ELDERLY / DISABLED","15","1","0","0","0","0","3","0","19","8","DEATH NOTICE","2,886","1,132","3","0","20","3","302","39","4,385"
"FROM ANOTHER BOARD","29","17","0","0","2","0","6","0","54","89","DUPLICATE","263","84","2","0","3","0","68","17","437"
"PROVISIONAL BALLOT","3","0","0","0","0","0","1","0","4","49","MAIL VERIFICATION (NVRA)","108","52","0","0","3","0","33","2","198"
"IN PERSON","37","28","1","0","5","0","9","0","80","21","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","4,816","1,980","39","10","898","72","2,072","33","9,920","1,863","MOVED OUT OF STATE","651","390","3","0","10","6","233","20","1,313"
"NVRA BY MAIL","96","86","2","1","23","2","58","1","269","15","OTHER","37","17","1","0","13","0","24","1","93"
"OTHER MEANS","312","132","1","1","15","4","108","7","580","7,260","VOTER REQUEST","4","4","0","0","1","0","5","0","14"
"RECRUITING","1","0","0","0","0","0","0","0","1","0","CONFIRMATION MAIL","2,048","1,131","16","0","29","12","939","19","4,194"
"SOCIAL SERVICES","16","4","0","0","0","0","14","0","34","82","","","","","","","","","",""
"VOLUNTEER","20","13","0","0","5","0","2","0","40","1","","","","","","","","","",""
"TOTAL","6,316","2,751","51","13","957","98","2,627","49","12,862","9,830","TOTAL","8,201","3,813","47","2","113","37","2,250","142","14,605"
