"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","5","9","1","0","0","0","6","0","21","3","COUNTY TRANSFER - OUT","19","14","0","0","0","0","2","1","36"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","1","1","1","0","0","0","1","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","17","14","0","0","1","0","3","1","36"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","5","4","0","0","0","0","2","0","11"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","0","1"
"IN PERSON","1","0","0","0","1","0","2","0","4","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","74","64","1","0","20","3","48","0","210","4","MOVED OUT OF STATE","8","15","0","0","1","0","7","0","31"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","2","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","2","0","0","0","0","3","0","5","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","2","0","0","0","0","0","0","3"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","83","75","2","0","21","3","60","0","244","12","TOTAL","53","50","1","0","2","0","15","2","123"
