"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","5","4","0","0","1","0","1","0","11","1","COUNTY TRANSFER - OUT","21","19","1","0","0","0","9","0","50"
"DESIGNATED STATE AGENCIES","1","4","0","0","0","0","0","0","5","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","33","16","0","0","0","0","2","1","52"
"FROM ANOTHER BOARD","1","2","0","0","0","0","0","0","3","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","27","42","0","0","10","1","23","1","104","7","MOVED OUT OF STATE","4","3","0","0","0","0","1","0","8"
"NVRA BY MAIL","0","1","1","0","0","0","3","0","5","0","OTHER","0","1","0","0","2","0","0","0","3"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","5","0","0","0","0","0","1","7"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","35","53","1","0","11","1","27","1","129","9","TOTAL","59","44","1","0","2","0","12","2","120"
