"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","2","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","43","47","2","0","3","4","24","0","123","0","COUNTY TRANSFER - OUT","37","41","0","0","0","0","28","0","106"
"DESIGNATED STATE AGENCIES","4","1","0","0","0","0","0","0","5","1","CRIMINAL CONVICTION","1","3","0","0","0","0","1","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","80","66","0","0","1","0","14","0","161"
"FROM ANOTHER BOARD","1","1","0","0","0","0","0","0","2","1","DUPLICATE","2","4","0","0","0","0","0","0","6"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3","6","0","0","0","0","0","0","9"
"IN PERSON","5","2","0","0","0","0","0","0","7","5","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","123","137","1","1","42","3","108","0","415","76","MOVED OUT OF STATE","28","14","0","0","0","0","11","0","53"
"NVRA BY MAIL","9","8","1","0","4","1","7","0","30","0","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","1","5","0","0","0","0","3","0","9","43","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","2","0","0","0","0","0","0","3","1","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","188","203","4","1","49","8","142","0","595","129","TOTAL","152","134","0","0","1","0","54","0","341"
