"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","12","14","0","0","0","0","2","0","28","2","COUNTY TRANSFER - OUT","39","43","1","0","2","1","21","0","107"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1","1","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","1","DEATH NOTICE","45","32","0","0","2","0","5","0","84"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","1","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","73","74","2","0","11","2","48","1","211","26","MOVED OUT OF STATE","7","10","0","0","0","0","7","0","24"
"NVRA BY MAIL","1","4","0","0","0","0","1","0","6","0","OTHER","3","1","0","0","0","0","1","0","5"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","2","VOTER REQUEST","1","0","0","0","0","0","1","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","293","274","0","0","11","1","155","0","734"
"SOCIAL SERVICES","1","0","0","0","0","0","3","0","4","1","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","88","92","2","0","11","2","55","1","251","32","TOTAL","389","360","1","0","15","2","191","1","959"
