"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","67","39","1","0","9","2","24","2","144","12","COUNTY TRANSFER - OUT","148","74","1","0","2","2","49","2","278"
"DESIGNATED STATE AGENCIES","3","0","0","0","0","0","0","1","4","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","83","46","0","0","2","0","23","0","154"
"FROM ANOTHER BOARD","5","2","0","0","1","0","1","0","9","2","DUPLICATE","18","15","0","0","1","0","14","0","48"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","23","15","0","0","0","0","11","1","50"
"IN PERSON","3","6","0","0","0","0","0","0","9","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","227","125","2","0","65","6","118","3","546","26","MOVED OUT OF STATE","38","32","0","0","1","1","19","2","93"
"NVRA BY MAIL","7","4","0","0","3","0","7","0","21","0","OTHER","4","6","0","0","2","0","4","0","16"
"OTHER MEANS","3","1","0","0","0","0","4","0","8","43","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","5","0","0","0","1","0","0","0","6","0","","","","","","","","","",""
"TOTAL","320","177","3","0","79","8","154","6","747","83","TOTAL","315","188","1","0","8","3","120","5","640"
