"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","66","65","1","0","12","1","45","1","191","20","COUNTY TRANSFER - OUT","170","103","0","0","10","3","59","0","345"
"DESIGNATED STATE AGENCIES","7","5","0","0","0","0","3","0","15","1","CRIMINAL CONVICTION","2","1","0","0","0","0","3","0","6"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","251","145","0","0","2","0","27","0","425"
"FROM ANOTHER BOARD","3","3","0","0","0","0","0","0","6","2","DUPLICATE","6","3","0","0","0","0","7","0","16"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","1","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","395","258","2","0","104","9","234","1","1,003","152","MOVED OUT OF STATE","35","27","1","0","2","2","18","0","85"
"NVRA BY MAIL","7","5","0","0","3","0","4","0","19","4","OTHER","2","0","0","0","2","0","4","0","8"
"OTHER MEANS","132","81","1","1","2","2","54","6","279","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","85","46","1","0","1","1","33","0","167"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","612","417","4","1","121","12","341","8","1,516","182","TOTAL","551","325","2","0","17","6","151","0","1,052"
