"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","17","29","0","0","2","0","3","0","51","8","COUNTY TRANSFER - OUT","43","31","1","0","1","1","18","0","95"
"DESIGNATED STATE AGENCIES","2","2","0","0","0","0","1","0","5","0","CRIMINAL CONVICTION","1","1","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","54","48","0","0","1","0","5","0","108"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE","1","2","0","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","3","0","0","1","0","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","67","83","0","0","33","4","53","0","240","65","MOVED OUT OF STATE","9","17","0","0","0","0","3","0","29"
"NVRA BY MAIL","5","12","0","0","2","0","0","0","19","0","OTHER","1","1","0","0","2","0","2","0","6"
"OTHER MEANS","13","17","0","0","6","1","8","0","45","2","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","108","146","0","0","1","2","59","0","316"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","104","148","0","0","44","5","65","0","366","76","TOTAL","218","246","1","0","5","3","87","0","560"
