"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","22","2","0","0","2","1","27","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","1,066","107","1","3","171","15","1,363","3","COUNTY TRANSFER - OUT","1,085","270","4","1","189","99","1,648"
"DESIGNATED STATE AGENCIES","225","28","0","2","72","7","334","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","1","0","0","0","0","0","1","0","DEATH NOTICE","121","22","0","0","5","13","161"
"FROM ANOTHER BOARD","808","113","3","3","223","11","1,161","7","DUPLICATE","11","2","0","0","2","1","16"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","54","6","0","0","14","5","79"
"IN PERSON","107","11","0","0","9","0","127","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","803","70","5","4","255","2","1,139","4","MOVED OUT OF STATE","207","51","0","1","27","22","308"
"NVRA BY MAIL","1","0","0","0","1","0","2","0","OTHER","355","32","0","2","72","1","462"
"OTHER MEANS","304","26","2","0","63","8","403","1","VOTER REQUEST","1","1","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","949","118","2","2","97","113","1,281"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","87","7","0","1","23","3","121","0","","","","","","","",""
"TOTAL","3,425","364","11","13","819","47","4,679","16","TOTAL","2,783","502","6","6","406","254","3,957"
