"Kent","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","4","1","0","0","0","0","5","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","23","20","3","0","9","1","56","1","COUNTY TRANSFER - OUT","26","12","0","0","4","0","42"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","10","7","0","0","2","1","20"
"FROM ANOTHER BOARD","0","2","0","0","0","0","2","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","20","10","0","0","4","1","35","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","17","18","0","0","12","1","48","6","MOVED OUT OF STATE","3","4","0","0","0","0","7"
"NVRA BY MAIL","2","1","0","0","0","0","3","0","OTHER","2","1","0","0","0","0","3"
"OTHER MEANS","0","2","0","0","0","0","2","6","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","1","0","0","0","0","1","0","CONFIRMATION MAIL","0","1","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","67","55","3","0","25","3","153","14","TOTAL","41","25","0","0","6","1","73"
