"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","6","1","0","0","0","0","7","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","91","69","0","3","22","4","189","27","COUNTY TRANSFER - OUT","34","45","1","0","10","0","90"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","1","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","10","5","0","0","4","1","20"
"FROM ANOTHER BOARD","2","0","0","0","0","0","2","0","DUPLICATE","1","1","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","5","9","0","0","1","0","15","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","40","33","2","0","24","2","101","32","MOVED OUT OF STATE","2","6","0","0","2","0","10"
"NVRA BY MAIL","0","1","0","0","0","0","1","1","OTHER","16","6","0","1","10","0","33"
"OTHER MEANS","0","0","0","0","1","0","1","1","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","3","0","0","1","0","7"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","4","5","0","0","4","0","13","0","","","","","","","",""
"TOTAL","148","118","2","3","52","6","329","63","TOTAL","66","68","1","1","28","1","165"
