"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","15","3","0","0","6","0","24","3","BOARD ACTION","85","68","0","1","36","4","194"
"BY MAIL","688","312","2","3","226","10","1,241","37","COUNTY TRANSFER - OUT","369","178","4","3","119","6","679"
"DESIGNATED STATE AGENCIES","39","12","0","0","12","0","63","5","CRIMINAL CONVICTION","6","2","0","0","4","1","13"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","32","25","0","1","3","2","63"
"FROM ANOTHER BOARD","17","10","0","1","8","0","36","9","DUPLICATE","6","3","0","0","1","0","10"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","7","2","0","1","3","0","13"
"IN PERSON","120","51","0","1","24","0","196","5","MENTAL INCOMPETENCY","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","348","174","1","4","229","6","762","35","MOVED OUT OF STATE","23","33","0","0","9","0","65"
"NVRA BY MAIL","43","9","1","0","12","0","65","3","OTHER","91","51","1","0","58","1","202"
"OTHER MEANS","27","10","0","0","2","0","39","31","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","1","0","2"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","13","4","0","0","10","0","27","0","","","","","","","",""
"TOTAL","1,310","585","4","9","529","16","2,453","128","TOTAL","621","363","5","6","234","14","1,243"
