"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","2","3","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","39","22","0","0","12","1","74","4","COUNTY TRANSFER - OUT","22","16","1","0","5","1","45"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","2","0","CRIMINAL CONVICTION","2","3","0","0","2","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","16","10","0","0","1","0","27"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","1"
"IN PERSON","10","13","0","0","4","2","29","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","65","49","1","3","21","2","141","26","MOVED OUT OF STATE","2","3","0","0","0","0","5"
"NVRA BY MAIL","3","2","0","0","2","0","7","0","OTHER","4","7","0","0","2","0","13"
"OTHER MEANS","1","0","0","0","0","0","1","0","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","1","0","1","0","","","","","","","",""
"VOLUNTEER","8","3","0","0","1","0","12","0","","","","","","","",""
"TOTAL","129","90","1","3","41","5","269","33","TOTAL","48","39","1","0","10","1","99"
