"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","2","0","0","1","0","5","2","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","70","71","1","1","53","2","198","10","COUNTY TRANSFER - OUT","34","35","3","0","13","4","89"
"DESIGNATED STATE AGENCIES","50","58","1","1","42","0","152","11","CRIMINAL CONVICTION","3","2","0","0","6","0","11"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","37","33","0","0","7","0","77"
"FROM ANOTHER BOARD","2","1","0","0","0","0","3","0","DUPLICATE","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","30","9","0","0","5","0","44","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","128","107","1","0","74","3","313","55","MOVED OUT OF STATE","2","9","1","0","6","1","19"
"NVRA BY MAIL","4","8","0","1","3","0","16","1","OTHER","15","9","0","0","6","1","31"
"OTHER MEANS","2","3","0","0","1","0","6","0","VOTER REQUEST","0","1","0","0","1","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","4","4","0","0","8","0","16","0","","","","","","","",""
"TOTAL","292","263","3","3","187","5","753","80","TOTAL","91","89","4","0","40","6","230"
