"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","7","2","0","0","1","0","10","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","154","115","1","1","55","6","332","14","COUNTY TRANSFER - OUT","59","39","1","0","21","0","120"
"DESIGNATED STATE AGENCIES","35","45","1","0","10","1","92","0","CRIMINAL CONVICTION","5","4","0","0","1","0","10"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","65","29","0","1","11","0","106"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","2","0","0","1","0","5"
"IN PERSON","20","7","0","0","2","0","29","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","108","107","2","2","93","7","319","25","MOVED OUT OF STATE","19","28","0","1","8","1","57"
"NVRA BY MAIL","0","0","0","0","1","0","1","0","OTHER","25","25","2","1","15","0","68"
"OTHER MEANS","1","1","0","0","0","0","2","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","2","0","0","0","0","1","3","0","CONFIRMATION MAIL","9","7","0","0","3","1","20"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","1","0","","","","","","","",""
"TOTAL","328","278","4","3","162","15","790","41","TOTAL","184","134","3","3","60","2","386"
