"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","8","2","0","0","0","0","10","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","23","18","0","0","7","4","52","0","COUNTY TRANSFER - OUT","56","71","0","0","27","2","156"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","3","0","0","0","0","0","3","0","DEATH NOTICE","32","14","0","0","0","0","46"
"FROM ANOTHER BOARD","12","1","0","0","1","0","14","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","3","0","3"
"IN PERSON","0","1","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","81","99","0","2","60","1","243","0","MOVED OUT OF STATE","5","7","0","0","2","0","14"
"NVRA BY MAIL","84","78","0","0","41","2","205","0","OTHER","11","2","1","0","0","0","14"
"OTHER MEANS","3","1","0","0","2","0","6","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","78","102","0","6","55","3","244"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","","","","","","","",""
"TOTAL","215","201","0","2","111","7","536","0","TOTAL","182","196","1","6","87","5","477"
