"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","3","0","0","0","0","5","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","53","57","0","0","29","2","141","1","COUNTY TRANSFER - OUT","35","26","0","0","14","1","76"
"DESIGNATED STATE AGENCIES","2","1","0","0","0","0","3","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","1","DEATH NOTICE","20","20","0","0","1","2","43"
"FROM ANOTHER BOARD","1","3","0","0","0","0","4","1","DUPLICATE","0","1","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","1","0","0","0","0","3"
"IN PERSON","31","31","0","0","3","2","67","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","35","34","0","1","28","2","100","14","MOVED OUT OF STATE","13","11","1","1","3","0","29"
"NVRA BY MAIL","0","1","0","0","0","0","1","0","OTHER","6","8","0","0","2","1","17"
"OTHER MEANS","2","1","0","0","1","0","4","0","VOTER REQUEST","2","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","6","8","0","0","5","0","19","0","","","","","","","",""
"TOTAL","132","139","0","1","66","6","344","18","TOTAL","79","68","1","1","21","4","174"
