"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","1","0","BOARD ACTION","1","0","0","0","0","0","1"
"BY MAIL","30","27","0","1","6","0","64","3","COUNTY TRANSFER - OUT","17","8","0","2","9","0","36"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","25","6","0","0","1","0","32"
"FROM ANOTHER BOARD","8","0","0","0","1","0","9","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","0","0","0","1","0","3"
"IN PERSON","24","14","0","0","3","1","42","0","MENTAL INCOMPETENCY","0","1","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","40","19","0","0","10","0","69","15","MOVED OUT OF STATE","1","0","0","0","0","0","1"
"NVRA BY MAIL","5","5","0","0","2","0","12","0","OTHER","6","0","0","0","0","0","6"
"OTHER MEANS","11","8","0","0","2","0","21","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","136","106","0","0","51","2","295"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","3","0","0","0","0","0","3","0","","","","","","","",""
"TOTAL","122","73","0","1","24","1","221","18","TOTAL","188","121","0","2","62","2","375"
