"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","62","22","0","0","10","1","95","12","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","2,023","539","7","9","615","30","3,223","241","COUNTY TRANSFER - OUT","712","297","5","5","250","13","1,282"
"DESIGNATED STATE AGENCIES","135","66","0","1","46","1","249","3","CRIMINAL CONVICTION","2","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","2","DEATH NOTICE","288","123","1","0","53","1","466"
"FROM ANOTHER BOARD","28","11","0","2","4","4","49","2","DUPLICATE","7","5","0","0","2","0","14"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","1"
"IN PERSON","204","38","0","0","18","0","260","7","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,218","313","7","8","707","19","2,272","254","MOVED OUT OF STATE","225","123","2","0","118","3","471"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","OTHER","465","99","2","4","112","5","687"
"OTHER MEANS","56","10","0","0","9","1","76","48","VOTER REQUEST","1","1","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","449","263","2","0","219","3","936"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","129","35","1","2","48","0","215","0","","","","","","","",""
"TOTAL","3,857","1,034","15","22","1,457","56","6,441","569","TOTAL","2,149","912","12","9","755","25","3,862"
