"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","6","0","0","0","2","0","8","2","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","253","280","2","1","116","0","652","14","COUNTY TRANSFER - OUT","95","93","1","1","35","1","226"
"DESIGNATED STATE AGENCIES","8","19","0","0","2","0","29","0","CRIMINAL CONVICTION","2","7","0","0","2","0","11"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","36","34","0","0","7","0","77"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","83","87","0","0","5","0","175","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","131","172","0","2","106","0","411","30","MOVED OUT OF STATE","10","14","0","0","8","0","32"
"NVRA BY MAIL","18","17","0","0","3","0","38","1","OTHER","20","20","0","0","12","0","52"
"OTHER MEANS","7","2","0","0","1","0","10","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","5","0","0","4","0","10"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","8","5","0","0","1","0","14","0","","","","","","","",""
"TOTAL","514","582","2","3","236","0","1,337","48","TOTAL","164","173","1","1","68","1","408"
