"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","293","109","0","0","34","4","440","51","BOARD ACTION","99","70","0","1","41","4","215"
"BY MAIL","9,242","3,664","35","63","2,581","137","15,722","504","COUNTY TRANSFER - OUT","5,603","2,420","46","28","1,508","160","9,765"
"DESIGNATED STATE AGENCIES","595","282","3","6","209","9","1,104","22","CRIMINAL CONVICTION","57","39","1","1","40","1","139"
"ELDERLY / DISABLED","62","7","0","0","2","1","72","13","DEATH NOTICE","1,552","652","2","2","161","32","2,401"
"FROM ANOTHER BOARD","1,172","268","5","7","320","20","1,792","28","DUPLICATE","62","25","0","0","20","1","108"
"PROVISIONAL BALLOT","5","0","0","1","1","0","7","4","MAIL VERIFICATION (NVRA)","147","99","2","1","66","8","323"
"IN PERSON","1,234","514","2","3","154","10","1,917","36","MENTAL INCOMPETENCY","1","2","0","0","0","0","3"
"MOTOR VEHICLE ADMINISTRATION","7,212","3,257","47","82","3,772","108","14,478","934","MOVED OUT OF STATE","736","531","5","4","295","31","1,602"
"NVRA BY MAIL","476","273","2","1","200","11","963","15","OTHER","1,666","538","13","14","479","20","2,730"
"OTHER MEANS","636","146","2","0","127","10","921","515","VOTER REQUEST","6","7","0","0","5","1","19"
"RECRUITING","2","1","0","0","0","1","4","0","CONFIRMATION MAIL","1,770","704","5","9","485","123","3,096"
"SOCIAL SERVICES","1","1","0","0","1","0","3","0","","","","","","","",""
"VOLUNTEER","404","124","2","4","136","4","674","0","","","","","","","",""
"TOTAL","21,334","8,646","98","167","7,537","315","38,097","2,122","TOTAL","11,699","5,087","74","60","3,100","381","20,401"
