"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","5","0","0","4","1","13","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","420","31","1","3","85","5","545","0","COUNTY TRANSFER - OUT","546","98","0","0","91","70","805"
"DESIGNATED STATE AGENCIES","78","8","0","0","28","2","116","0","CRIMINAL CONVICTION","33","3","0","1","6","5","48"
"ELDERLY / DISABLED","35","2","1","0","9","0","47","0","DEATH NOTICE","3","0","0","0","0","0","3"
"FROM ANOTHER BOARD","674","90","1","1","146","8","920","0","DUPLICATE","25","1","0","0","1","5","32"
"PROVISIONAL BALLOT","26","1","0","0","0","0","27","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","1"
"IN PERSON","17","2","0","0","2","0","21","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","785","54","3","1","198","8","1,049","0","MOVED OUT OF STATE","389","91","3","5","65","37","590"
"NVRA BY MAIL","2","0","0","0","1","0","3","0","OTHER","8","1","0","0","1","0","10"
"OTHER MEANS","250","27","1","0","59","6","343","0","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","70","5","0","0","20","0","95","0","","","","","","","",""
"TOTAL","2,360","225","7","5","552","30","3,179","0","TOTAL","1,006","194","3","6","164","117","1,490"
