"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","1","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","45","38","0","1","30","7","121","0","COUNTY TRANSFER - OUT","107","78","1","2","47","0","235"
"DESIGNATED STATE AGENCIES","6","0","0","0","0","0","6","0","CRIMINAL CONVICTION","6","4","0","0","2","0","12"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","33","19","0","0","2","0","54"
"FROM ANOTHER BOARD","4","1","0","0","1","1","7","0","DUPLICATE","1","0","0","0","3","0","4"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","0","0","0","0","0","2"
"IN PERSON","2","1","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","212","171","3","3","112","13","514","9","MOVED OUT OF STATE","41","49","2","0","20","0","112"
"NVRA BY MAIL","23","18","0","0","14","0","55","0","OTHER","1","0","0","0","0","1","2"
"OTHER MEANS","1","0","0","0","2","0","3","2","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","41","27","0","0","23","1","92"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","3","0","1","0","4","0","8","0","","","","","","","",""
"TOTAL","297","229","4","4","163","21","718","12","TOTAL","232","177","3","2","97","2","513"
