"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","9","13","0","1","7","1","31","3","COUNTY TRANSFER - OUT","21","14","0","0","5","0","40"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","9","8","0","0","0","0","17"
"FROM ANOTHER BOARD","2","0","0","0","0","0","2","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","1","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","19","9","1","0","3","1","33","4","MOVED OUT OF STATE","3","7","0","0","0","0","10"
"NVRA BY MAIL","2","2","0","0","2","1","7","0","OTHER","1","1","0","0","0","0","2"
"OTHER MEANS","0","4","0","0","0","0","4","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","108","54","0","1","0","0","163"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","1","","","","","","","",""
"TOTAL","34","29","1","1","12","3","80","9","TOTAL","143","84","0","1","5","0","233"
