"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","14","11","0","0","6","1","32","1","COUNTY TRANSFER - OUT","11","9","0","0","5","1","26"
"DESIGNATED STATE AGENCIES","4","1","0","0","2","0","7","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","12","4","0","0","0","0","16"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","6","9","0","0","3","0","18"
"IN PERSON","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","82","71","3","5","47","1","209","42","MOVED OUT OF STATE","1","4","0","0","0","0","5"
"NVRA BY MAIL","4","4","0","1","8","0","17","0","OTHER","4","1","0","0","1","0","6"
"OTHER MEANS","34","33","0","2","12","3","84","1","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","1","0","0","0","0","2"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","1","0","2","0","","","","","","","",""
"TOTAL","139","120","3","8","76","5","351","44","TOTAL","36","29","0","0","9","1","75"
