"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","17","6","0","0","2","0","25"
"BY MAIL","35","15","1","1","7","1","60","28","COUNTY TRANSFER - OUT","30","30","0","0","10","0","70"
"DESIGNATED STATE AGENCIES","3","2","0","0","1","0","6","3","CRIMINAL CONVICTION","1","3","0","0","1","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","2","0","0","0","0","0","2"
"FROM ANOTHER BOARD","3","3","0","0","1","1","8","5","DUPLICATE","5","1","0","0","0","0","6"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3","0","0","0","0","0","3"
"IN PERSON","3","0","0","0","3","0","6","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","95","46","0","5","57","2","205","53","MOVED OUT OF STATE","31","35","1","0","5","0","72"
"NVRA BY MAIL","13","3","0","0","1","0","17","2","OTHER","4","0","0","0","2","0","6"
"OTHER MEANS","15","6","0","0","5","2","28","2","VOTER REQUEST","1","0","0","0","1","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","275","249","0","0","4","0","528"
"SOCIAL SERVICES","0","0","0","0","0","0","0","1","","","","","","","",""
"VOLUNTEER","2","1","0","0","2","0","5","0","","","","","","","",""
"TOTAL","169","76","1","6","77","6","335","95","TOTAL","369","324","1","0","25","0","719"
