"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","1","0","BOARD ACTION","2","0","0","0","1","0","3"
"BY MAIL","73","14","2","0","14","1","104","13","COUNTY TRANSFER - OUT","80","28","0","0","23","1","132"
"DESIGNATED STATE AGENCIES","6","2","0","0","5","0","13","0","CRIMINAL CONVICTION","8","3","0","0","3","0","14"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","7","3","0","0","1","0","11"
"FROM ANOTHER BOARD","4","0","0","0","0","0","4","5","DUPLICATE","14","3","0","0","4","0","21"
"PROVISIONAL BALLOT","1","1","0","0","0","0","2","3","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","5","0","0","0","1","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","273","87","0","1","104","7","472","33","MOVED OUT OF STATE","40","19","0","0","7","0","66"
"NVRA BY MAIL","11","5","0","0","1","0","17","1","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","17","3","0","0","1","2","23","1","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","137","62","2","1","37","3","242"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","1","0","1","0","","","","","","","",""
"TOTAL","391","112","2","1","127","10","643","56","TOTAL","289","118","2","1","76","4","490"
