"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","18","19","0","0","15","2","54","8","BOARD ACTION","131","82","1","0","66","3","283"
"BY MAIL","3,374","1,149","19","27","1,389","66","6,024","364","COUNTY TRANSFER - OUT","3,196","1,282","19","8","939","99","5,543"
"DESIGNATED STATE AGENCIES","173","46","1","0","62","2","284","16","CRIMINAL CONVICTION","68","18","0","2","19","6","113"
"ELDERLY / DISABLED","45","7","1","1","15","0","69","3","DEATH NOTICE","210","128","0","0","17","3","358"
"FROM ANOTHER BOARD","847","177","2","3","202","15","1,246","16","DUPLICATE","176","53","0","0","39","9","277"
"PROVISIONAL BALLOT","236","45","1","0","17","0","299","53","MAIL VERIFICATION (NVRA)","219","98","0","0","48","0","365"
"IN PERSON","121","41","0","0","34","1","197","28","MENTAL INCOMPETENCY","0","0","0","0","0","1","1"
"MOTOR VEHICLE ADMINISTRATION","6,778","2,747","64","77","3,486","124","13,276","1,423","MOVED OUT OF STATE","1,027","618","8","9","360","47","2,069"
"NVRA BY MAIL","369","170","1","4","200","3","747","36","OTHER","258","79","3","1","48","2","391"
"OTHER MEANS","597","158","2","2","180","18","957","549","VOTER REQUEST","6","3","0","1","1","0","11"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1,509","1,132","3","4","160","20","2,828"
"SOCIAL SERVICES","1","0","0","0","0","0","1","1","","","","","","","",""
"VOLUNTEER","153","18","2","2","59","2","236","1","","","","","","","",""
"TOTAL","12,712","4,577","93","116","5,659","233","23,390","2,498","TOTAL","6,800","3,493","34","25","1,697","190","12,239"
