"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","1","0","1","0","BOARD ACTION","1","0","0","0","0","0","1"
"BY MAIL","96","26","0","1","17","1","141","3","COUNTY TRANSFER - OUT","167","42","1","1","35","2","248"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","67","38","0","0","11","5","121"
"FROM ANOTHER BOARD","1","0","0","0","1","0","2","0","DUPLICATE","4","3","0","0","2","1","10"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","2","2","0","0","3","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","302","82","2","3","119","1","509","71","MOVED OUT OF STATE","80","90","0","0","5","0","175"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","OTHER","6","0","0","0","0","0","6"
"OTHER MEANS","5","3","0","0","1","1","10","0","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","1","0","1","0","","","","","","","",""
"TOTAL","408","113","2","4","143","3","673","75","TOTAL","326","174","1","1","53","8","563"
