"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","4","0","0","0","2","0","6","2","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","477","77","2","2","132","4","694","78","COUNTY TRANSFER - OUT","655","121","6","7","135","26","950"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","10","2","0","0","0","1","13"
"ELDERLY / DISABLED","24","1","0","1","11","0","37","7","DEATH NOTICE","487","82","0","0","29","17","615"
"FROM ANOTHER BOARD","0","1","0","0","0","0","1","5","DUPLICATE","7","1","0","0","2","1","11"
"PROVISIONAL BALLOT","4","0","0","0","0","0","4","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","17","4","0","0","7","0","28","4","MENTAL INCOMPETENCY","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","2,154","173","5","9","490","8","2,839","399","MOVED OUT OF STATE","243","84","1","2","51","20","401"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","OTHER","66","6","0","0","20","2","94"
"OTHER MEANS","86","10","0","0","17","1","114","57","VOTER REQUEST","3","0","0","0","0","0","3"
"RECRUITING","0","0","0","0","0","0","0","267","CONFIRMATION MAIL","0","0","0","0","1","0","1"
"SOCIAL SERVICES","30","1","0","0","7","0","38","15","","","","","","","",""
"VOLUNTEER","105","5","0","0","41","1","152","0","","","","","","","",""
"TOTAL","2,902","272","7","12","707","14","3,914","834","TOTAL","1,472","296","7","9","238","67","2,089"
