"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","11","14","0","0","9","0","34","2","COUNTY TRANSFER - OUT","78","87","1","0","53","1","220"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","52","37","0","0","14","1","104"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","6","7","0","0","0","0","13"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","68","47","2","0","42","4","163"
"IN PERSON","0","2","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","54","40","0","1","46","1","142","2","MOVED OUT OF STATE","21","21","0","2","8","1","53"
"NVRA BY MAIL","6","0","0","0","3","0","9","0","OTHER","3","2","0","0","4","0","9"
"OTHER MEANS","0","1","0","0","0","0","1","40","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","71","57","0","1","58","1","188","44","TOTAL","229","201","3","2","121","7","563"
