"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","1","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","17","22","0","0","2","0","41","2","COUNTY TRANSFER - OUT","46","37","0","0","8","1","92"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","48","74","0","0","7","1","130"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3","11","0","0","4","0","18"
"IN PERSON","0","0","0","0","0","0","0","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","37","53","0","0","30","0","120","9","MOVED OUT OF STATE","1","2","0","0","1","0","4"
"NVRA BY MAIL","3","1","0","0","2","1","7","0","OTHER","4","2","0","0","2","0","8"
"OTHER MEANS","0","3","0","0","0","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","2","0","0","1","0","3","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","57","82","0","0","36","1","176","12","TOTAL","102","126","0","0","22","2","252"
