"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","15","14","0","0","13","0","42","0","COUNTY TRANSFER - OUT","21","21","0","0","22","0","64"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","2","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","28","22","0","0","3","0","53"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","7","8","0","0","5","0","20"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","4","3","0","0","1","0","8"
"IN PERSON","0","1","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","90","76","0","2","88","0","256","0","MOVED OUT OF STATE","2","6","0","0","1","0","9"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","10","3","0","0","8","0","21"
"OTHER MEANS","1","2","0","0","2","0","5","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","107","94","0","2","103","0","306","0","TOTAL","73","63","0","0","40","0","176"
