"Garrett","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","2","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","5","14","0","0","4","1","24","46","COUNTY TRANSFER - OUT","19","33","0","0","3","0","55"
"DESIGNATED STATE AGENCIES","1","0","0","0","1","2","4","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","9","8","0","0","0","0","17"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","13","21","0","0","1","0","35"
"IN PERSON","0","2","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","7","15","0","0","8","0","30","197","MOVED OUT OF STATE","4","25","0","0","0","0","29"
"NVRA BY MAIL","0","1","0","0","1","0","2","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","1","0","0","0","0","4"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","13","32","0","0","14","3","62","245","TOTAL","48","88","0","0","4","0","140"
