"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","2","0","4","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","50","47","1","1","45","0","144","39","COUNTY TRANSFER - OUT","71","58","1","0","44","0","174"
"DESIGNATED STATE AGENCIES","3","1","0","0","0","0","4","1","CRIMINAL CONVICTION","1","1","0","0","0","0","2"
"ELDERLY / DISABLED","1","1","0","0","0","0","2","0","DEATH NOTICE","98","76","0","0","20","0","194"
"FROM ANOTHER BOARD","1","6","0","0","1","0","8","7","DUPLICATE","4","2","0","0","0","0","6"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","6","MAIL VERIFICATION (NVRA)","394","376","5","7","298","1","1,081"
"IN PERSON","6","6","0","0","2","0","14","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","301","236","4","8","264","0","813","794","MOVED OUT OF STATE","19","23","0","0","19","0","61"
"NVRA BY MAIL","17","13","0","2","27","0","59","2","OTHER","16","13","0","1","14","0","44"
"OTHER MEANS","11","7","1","0","18","0","37","33","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","2","0","0","3","0","8"
"SOCIAL SERVICES","10","2","0","0","1","0","13","0","","","","","","","",""
"VOLUNTEER","5","6","0","0","5","0","16","0","","","","","","","",""
"TOTAL","407","326","6","11","365","0","1,115","882","TOTAL","606","551","6","8","398","1","1,570"
