"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","1","0","2","1","BOARD ACTION","0","0","0","0","1","0","1"
"BY MAIL","189","148","1","5","113","2","458","9","COUNTY TRANSFER - OUT","470","257","1","1","138","0","867"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","2","1","CRIMINAL CONVICTION","13","6","0","0","5","0","24"
"ELDERLY / DISABLED","1","0","0","0","2","0","3","0","DEATH NOTICE","166","95","0","0","23","0","284"
"FROM ANOTHER BOARD","1","1","0","0","3","0","5","0","DUPLICATE","29","24","0","0","16","0","69"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","156","100","0","3","69","1","329"
"IN PERSON","1","5","0","0","5","0","11","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","674","416","10","14","453","2","1,569","83","MOVED OUT OF STATE","44","49","0","1","34","0","128"
"NVRA BY MAIL","24","21","0","0","18","0","63","1","OTHER","6","5","0","0","6","0","17"
"OTHER MEANS","41","20","1","0","21","3","86","212","VOTER REQUEST","1","1","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","5","1","0","0","4","0","10","4","","","","","","","",""
"VOLUNTEER","8","4","0","0","7","0","19","0","","","","","","","",""
"TOTAL","948","616","12","19","627","7","2,229","312","TOTAL","886","537","1","5","293","1","1,723"
