"Kent","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","3","8","0","0","2","0","13","0","COUNTY TRANSFER - OUT","19","18","0","1","9","0","47"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","26","7","0","0","3","0","36"
"FROM ANOTHER BOARD","0","0","0","0","2","0","2","0","DUPLICATE","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","2","0","2"
"IN PERSON","0","2","0","0","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","18","21","1","0","12","0","52","2","MOVED OUT OF STATE","7","5","0","0","1","1","14"
"NVRA BY MAIL","2","1","0","0","1","0","4","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","1","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","2","0","0","0","0","7"
"SOCIAL SERVICES","1","3","0","0","0","0","4","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","25","35","1","0","18","0","79","2","TOTAL","58","32","0","1","15","1","107"
